序号	类型	标题	第一作者	来源	日期	链接	来源链接	所有作者	摘要	关键词	DOI	导师
342	硕士	社交驱动的移动众包工人招募方法研究	湛中伟	烟台大学	2025-06-11	https://kns.cnki.net/kcms2/article/abstract?v=5ykJdPmCibLiBG0_Kr-cj1sADPqM1xtFzuYn02E00WCXo335uxOBMLk-Y3jUPIamIEGOq5dsOLLieeMJRbAWTaXs7CQFy9YOswtKBAZrVONTmmzh5UZMFhYitO6NNvAMVRGcNEPV_1sPVUu4l3cnldQ6v67vab5cLj_FsE5k3MFIcGvIVZWS7STfC4opTV0z&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=SgOayK7E5yR3guyt65SOLzgujkBP4NCVEuGDgR86yScEhd0XDaP3HQO_4ccULSb7qmMMFyBKsz4El16xV7ZK1ADk9LaEaAgd&uniplatform=NZKPT	湛中伟	"随着移动通信传感设备和社交应用的广泛普及,移动众包已成为智能化、互联化和实时性服务模式的典范,在城市感知、环境监测及流量预测等领域发挥重要作用。工人招募作为移动众包的核心环节,直接影响任务质量、执行效率和系统稳定性。社交网络日益增强的网络效应、正外部性、及安全性趋势,使其在工人招募中的作用愈发显著,能有效应对协作、激励和隐私保护等挑战。然而,社交网络的稀疏性导致信任特征难以有效学习,异构性则增加了偏好特征提取的复杂性,工人社交扩散与协作行为的建模面临较大挑战。如何基于理性行为建模设计高效的工人招募方法,以提升招募质量和效率,同时平衡数据隐私与任务质量,并优化大规模任务场景下的招募效率,成为亟待解决的关键问题。为此,本文以任务质量、工人隐私和招募效率为优化目标,围绕工人社交行为建模,针对信任与偏好关系预测及社交扩散与社交协作场景下的工人招募问题展开研究,具体内容如下:
(1)针对社交扩散场景下的工人招募问题,本文提出了一种基于图神经网络的社交扩散工人招募方法。基于图卷积神经网络设计社交信任预测框架,将信任预测结果映射为社交扩散概率,并将工人社交扩散过程建模为马尔可夫过程,结合行为经济学中的递减效应理论设计社交激励机制以促进工人扩散行为。基于超图理论构建异构多模态工人-任务偏好网络,通过图注意力网络设计社交偏好推荐框架,精准预测工人与任务的偏好关系。综合考虑工人偏好、社交、时空及预招募规模等多维属性,将工人招募问题形式化为约束多属性组合优化问题,提出启发式变邻域禁忌搜索算法求解,招募任务效用近似最优的工人团队。实验表明,该方法在三个真实数据集上的性能显著优于基线算法。
(2)针对社交协作场景下的工人招募问题,本文提出了一种基于增强图卷积网络的社交协作工人招募方法。基于图卷积神经网络设计信任增强评估框架,通过探索满足信任特性的先验知识构建增强图,独立传播工人信任与受信特征,提升模型在稀疏社交网络中的信任学习能力和泛化性。综合工人时空与社群等多维属性,将协作式工人招募问题形式化为无向完全招募图,提出禁忌搜索招募算法优化求解,在数据质量与约束损失间实现平衡,招募近似最优的工人团队。此外,通过聚类算法划分任务区域并部署边缘服务器,构建分布式招募框架,支持大规模移动众包应用。实验表明,该方法在五个真实数据集上的招募性能显著优于基线算法,信任评估性能领先文献中最先进的信任评估方法。"	移动众包;工人招募;社交扩散;社交协作;图神经网络;	10.27437/d.cnki.gytdu.2025.000641	王莹洁
343	期刊	多源激扰环境下跨座式单轨车辆摆振状态识别研究	周军超	铁道科学与工程学报	2025-06-10	https://kns.cnki.net/kcms2/article/abstract?v=5ykJdPmCibIqy74EN776YUrQobu39VQThGRTnSD67wOZWUlk-R8n7nhtprxbS4YZLu_jRxyBtWs2-dZTmkTuTGbGErEttkK4P1Y9r2hT9JysSFQOADyHGbwlCBVz0sY8kRqZErHy6qMEJ8aZ4AD4aB5tRXAZkziAGoKEpkGKc4PQUOg68-omjA==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=SgOayK7E5yRvNtF3ZN13yCMfgDbDsAZaJS9gd-1C6Z2lGpEnRei0zBWBa9DVq_54cwIrgDSDNvahajq86AXj-2UAk87abYmqaS8RvCks4Fo=&uniplatform=NZKPT	周军超、蒋伟、黄尚武、陈鑫、刘璇	了解轨道车辆实际线路运行中摆振状态对评价行车安全、乘坐舒适性和制定合理的运行方案十分重要，跨座式单轨车辆运行中在波动横风和空间轨道不平顺激励共同作用下形成的多源激扰，导致实时监测轨道车辆摆振状态困难。针对这一问题，基于准静态理论和谐波叠加法建立了随机脉动横风作用下的非定常气动载荷模型，并考虑了空间轨道的随机激励，提出了一种融合多元宇宙优化算法（multi-verse optimizer, MVO）和卷积神经网络（CNN）以及长短期记忆网络（LSTM）的车辆摆振状态识别新方法。通过CNN和LSTM提取列车运行时摆振数据维度之间的特征关联，并利用MVO优化搜索特征空间中的潜在解得到最佳适应度和参数配置，最终实现多源激扰下跨座式单轨车辆摆振状态的有效识别。并设计3种评价指标，在不同车速及横风等多工况条件下基于车体横向加速度数和横摆角加速度数据特征对所提模型和传统LSTM、CNN-LSTM模型的识别有效性进行了对比分析。结果表明，MVO-CNN-LSTM模型的评价指标优于其他两种模型，识别结果与实际结果的吻合度最高，识别成功率超过99%。证明了所提方法在多源激扰环境下对跨座式单轨车辆摆振状态识别具有更好的准确性和更强的稳定性。研究结果不仅为跨座式单轨车辆摆振状态监测提供了新方法，也为城市轨道交通车辆的安全运行与优化设计提供了参考。	跨座式单轨车辆;摆振识别;多源激扰;多元宇宙优化;卷积神经网络;	10.19713/j.cnki.43-1423/u.T20250388	
344	期刊	一种结合小波去噪卷积与稀疏Transformer的调制识别方法	郑庆河	电子与信息学报	2025-06-10	https://kns.cnki.net/kcms2/article/abstract?v=5ykJdPmCibIqy74EN776YUrQobu39VQThGRTnSD67wMxrAWl0u_JU3C2LdTcbIYt2c5lOo6HJDNhURXv23f9FncN5pnCNTWOc_vwcCG3KfYtNzBH4LlJ8vTq2F0ur0cPT0yiPVBGfvmyAEWcwl5lvr6FCTmiAJ-jZyrt781UJQl-vggRdLxtOw==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=SgOayK7E5yRvNtF3ZN13yCMfgDbDsAZaJS9gd-1C6Z2lGpEnRei0zBWBa9DVq_54m0cPRvK9dMku0UHWA-bWqcwE6CT67T8uu736JXYTKGA=&uniplatform=NZKPT	郑庆河、刘方霖、余礼苏、姜蔚蔚、黄崇文、桂冠	针对Transformer模型处理时域信号长度受限以及忽略有序特征元素相关性的问题，该文提出一种结合小波去噪卷积与稀疏Transformer的方法用于调制识别。首先，提出可学习的小波去噪卷积帮助深度学习模型提取合适的去噪信号表征，并将自适应的时频特征纳入目标函数的泛函策略中。然后，设计稀疏前馈神经网络替换传统Transformer中的注意力机制，用于对元素关系进行建模，并根据信号域中的少量关键元素对训练过程的梯度进行有效优化。在公开数据集RadioML 2016.10a和RML22的实验结果表明，稀疏Transformer模型能够分别取得63.84%和71.13%的平均分类准确率。与一系列深度学习模型对比，整体分类准确率提升了4%～10%，进一步证明了方法的有效性。此外，超参数消融实验验证了模型组件在复杂移动通信环境中的鲁棒性和实用性。	调制分类;深度学习;稀疏Transformer;小波去噪卷积;		
345	期刊	基于CNN-BiLSTM-RF-KDE的综合能源系统负荷预测	窦翔	综合智慧能源	2025-06-10	https://kns.cnki.net/kcms2/article/abstract?v=5ykJdPmCibIqy74EN776YUrQobu39VQThGRTnSD67wPksSBfDuoMo4ZgsFrNWVYoyqpGEmBmkpFIkpJF0_ec589BOtaa1N_XG1zzL4yaQqCIVSkHyBdDKBErVnfIuLscrKVfY1GKnnWSpiVPMfYjiv9UMxfZABRPvk4VjpzH_CJBOUKGl0vwAQ==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=SgOayK7E5yRvNtF3ZN13yCMfgDbDsAZaJS9gd-1C6Z2lGpEnRei0zBWBa9DVq_54N7QOWkOrSGngidLd05aHy8xamTA1GBFWTB1sqLuEvSk=&uniplatform=NZKPT	窦翔、李卓群、张哲、温鑫、赵勃、韩燕、仲声	针对综合能源系统负荷预测存在的多源异构数据融合与不确定性量化机制不足问题，利用卷积神经网络（CNN）提取负荷数据局部特征，通过双向长短期记忆网络（BiLSTM）捕捉双向时序依赖，采用随机森林（RF）处理高维非线性关系并借助核密度估计（KDE）量化预测不确定性，从而建立CNN-BiLSTM-RF-KDE混合模型；同时，构建电-热-气多能流耦合模型，分析不同碳价区间对调度策略的影响。算例分析显示：训练集上电、热负荷预测的决定系数分别为0.93,0.96；测试集上电、热负荷预测的决定系数分别为0.79,0.84。预测出的各设备发电、发热量与均值趋势高度吻合，表明运用该模型能够得出更接近准确值的负荷量，以此为基础数据，可以对综合能源系统进行更为可靠的分析与调度。	综合能源系统;负荷预测;卷积神经网络;双向长短期记忆网络;核密度估计;随机森林;碳价;		
346	期刊	高光谱成像技术结合深度学习的藕粉识别和掺假检测	彭健恒	光谱学与光谱分析	2025-06-10	https://kns.cnki.net/kcms2/article/abstract?v=5ykJdPmCibK1xwHlRPbakCW_nxFmSOPa52ZKD9O4L89xAPeXnM-1GtlHKl5kVmqb5Jyx73Ktt1Pzx81QS5HJ90E85rnKQkoafqIjYoW-loZl9Zm-z-W59udb8n2O9mRaZo-8NP1Bkq2C2-6EAtT6tdqzbEo_3fUOZ5zym6wwKT-CbkoGjHZd6g==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=SgOayK7E5yT33_vaqGs006UseRS-8uBtbMjKtoN8S9pjYwhLArHiwoN0YrChSl-az7N-AClMDsDlEeVPxeqn9nPGydI52AxwVcm6pYR0Luw=&uniplatform=NZKPT	彭健恒、胡新军、张嘉洪、田建平、陈满骄、黄丹、罗惠波	藕粉营养价值高，工艺复杂，一些不法商家受到利益的驱使，利用廉价的普通淀粉冒充藕粉或在藕粉中掺入普通淀粉。传统的藕粉真伪检查方法耗时耗力，具有破坏性。高光谱成像技术凭借其快速、无损且精确的优点在食品安全检测领域得到广泛应用。因此，为了准确区分藕粉和其他普通淀粉并识别掺假藕粉，提出了一种高光谱成像技术结合深度学习的快速鉴别藕粉真伪的方法。利用高光谱成像技术采集900～1 700 nm波段范围内的纯藕粉、四种普通淀粉以及掺假淀粉的高光谱图像。在纯藕粉和四种普通淀粉的高光谱图像中划分若干个感兴趣区域(ROI),计算每个ROI的平均反射率作为构建分类模型的原始光谱数据。去除掉原始光谱前后受噪音影响的异常波段，保留了940～1 675 nm之间的443个波段。接着通过孤立森林(IF)算法剔除掉光谱数据中的异常数据。为提高模型训练效率，采用竞争性自适应重加权算法(CARS)、自助软收缩算法(BOSS)和通道注意力模块(CAMM)三种方法分别从443个波段中提取出45、 32和12个特征波长。基于提取出的特征波长的光谱数据，构建了偏最小二乘判别(PLS-DA)分类模型，其中CAMM-PLS-DA模型识别效果最好，测试集准确率达到了95.25%。为了确定最佳分类模型，基于CAMM提取不同特征波长数目下的光谱数据，建立PLS-DA、支持向量机(SVM)和卷积神经网络(CNN)分类模型，其中CAMM-CNN模型的分类性能最好，测试集准确率最高达到了99.69%。为进一步检验CAMM-CNN模型对掺假藕粉的鉴别能力，将掺假藕粉高光谱图像所有像素点的光谱数据输入到训练好的CAMM-CNN模型中进行判别，从可视化图像看出，模型成功识别出掺假藕粉中的多种普通淀粉。研究结果表明，高光谱成像技术结合深度学习方法可以有效地应用于藕粉的真伪鉴别，这为打击藕粉掺假行为和保障藕粉安全提供了一种新的检测手段。	藕粉;掺假;高光谱成像技术;深度学习;通道注意力机制模块;卷积神经网络;		
347	期刊	基于混合卷积神经网络的4D航迹预测	康之卉	科技风	2025-06-10	https://kns.cnki.net/kcms2/article/abstract?v=5ykJdPmCibK1xwHlRPbakCW_nxFmSOPa52ZKD9O4L88rkvGIFikKx6ltIYMhwgEbx_L3aiFX5urXYEnqdASRiFkaLuPmOzAxGnX393ebqjde1krxue04uEjqQHMqfpF5kxuaLjhmAthYUhaK0wxN1385u-ufA-YZsng4iZrSem_NT9JZ8y5CDw==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=SgOayK7E5yT33_vaqGs006UseRS-8uBtbMjKtoN8S9pjYwhLArHiwoN0YrChSl-a3HwyW_L48loNKMycP6qr1UPveTXYpbsqxOeO1b8uc_0=&uniplatform=NZKPT	康之卉、谢春生、李依航	近年来民航业飞速发展，机场数量、航线的不断增加与有限的空域资源成为主要矛盾，给空中交通管制系统带来了挑战，因此对飞机轨迹进行分析和预测以改善当前空域限制等问题是国内外当前关注的技术和难点。本文基于混合深度CNN-GRU模型来实现4D航迹预测，使用ADS B历史航迹数据作为试验训练，利用卷积神经网络(CNN)提取空间特征，GRU深度模型提取时间特征。结果证明，以CNN-GRU模型进行4D航迹预测，航迹特征提取充分，能有效预测航空器航迹；可改变时间窗大小验证模型参数，通过验证采用5s的时间窗训练得到的预测效果最佳。	空中交通管理;4D航迹预测;卷积神经网络;	10.19392/j.cnki.1671-7341.202516047	
348	期刊	基于深度学习的景德镇瓷器图像修复与增强研究	方雨馨	信息与电脑	2025-06-10	https://kns.cnki.net/kcms2/article/abstract?v=5ykJdPmCibI5i87Hz4lLOwvZoq0Yzf8uhHV_KJMv8fbnCWR47L6aEZ-9mW2eF_PbHJkJeLdioYdbG5Tqyyrpp6kShQRqTxOXD5Sel_EpSo8mNSaGOWw9dPSX2JGvY3GAhsqqP_cd-xEVQztSqdXmhq9IU00jdreU9SauFl6AXkIbzFbazSssYw==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=SgOayK7E5yTWt9tjXDn4GoOgjgAhgIjRlILtnqwfEnOajKlvgimSgds2uRbl4Ff760RmoNPLiDXuCpKQ9lk4qLSod_xwafvfLENJ3yEvRxc=&uniplatform=NZKPT	方雨馨、张伟、刘祥敏、徐梦欣	景德镇瓷器因历史悠久和工艺精湛而享誉世界，但众多历史瓷器因环境、氧化老化，出现色彩褪变、裂纹等问题。在传统的修复方法中，手工技艺耗时长、成本高且难以批量应用。此外，传统数字图像处理在保持风格一致性上存在局限，受损瓷器的修复仍面临诸多挑战。文章提出了一种结合生成对抗网络（Generative Adversarial Network,GAN）和图像增强技术的修复方法，以实现裂纹填补、色彩还原，并采用卷积神经网络（Convolutional Neural Networks,CNN）进行评估。实验结果表明，该方法在PSNR和SSIM指标上均优于传统方法，能有效提高瓷器修复质量，为文物保护提供新思路。	景德镇瓷器;图像修复;生成对抗网络;图像增强;卷积神经网络;		
349	期刊	基于深度学习的PET图像感兴趣区域自动化分割研究进展	李枫琦	中国医疗设备	2025-06-10	https://kns.cnki.net/kcms2/article/abstract?v=5ykJdPmCibI5i87Hz4lLOwvZoq0Yzf8uhHV_KJMv8fZajsmIRASxjCGYTo6LasE9ZDhkHaPz6OL0QQYgwsBEU4hJsPKPnEP-5zhqcyF-sQwBKlNvWc3JcKGf0o4q0fVrJpAh5nr1XdXSyftdCMO7Gwxrc3HqJaPvxpCqAYyvLBUAodwiR82iCQ==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=SgOayK7E5yTWt9tjXDn4GoOgjgAhgIjRlILtnqwfEnOajKlvgimSgds2uRbl4Ff73XHsXxTWLjXtkFNXdJ53QuBoWcWX7R_W-iVE5QSIDN0=&uniplatform=NZKPT	李枫琦、卢洁	正电子发射断层扫描（Positron Emission Tomography,PET）成像在临床应用中至关重要，其图像的自动化分割对疾病诊疗意义重大。PET图像的自动化分割研究近年来取得了显著进展，特别是在深度学习方法的应用方面。PET图像分割能够准确地分离和标记出感兴趣区域，如肿瘤、器官和其他结构，这对疾病的诊断、治疗规划和研究具有重要意义。本文基于神经网络系统概述了PET图像分割的最新研究成果，并分析了现有局限性与未来的发展趋势，以期助力PET图像分割算法的优化，为医学研究提供新的思路和参考。	正电子发射断层扫描成像;感兴趣区域分割;深度学习;自动化分割;卷积神经网络;生成对抗网络;		
350	期刊	基于XRF与一维卷积神经网络的汽车保险杠分类与识别	姜红	工程塑料应用	2025-06-10	https://kns.cnki.net/kcms2/article/abstract?v=5ykJdPmCibIKzsZrSstr59XfAwOoEtUAS28WLsdcQ_zXjIxb6mkd795LZVpppjKLhPCNccT3JEIxFsScv4UvkbdVAJvsBSOvCfoLQYUA0YBQ_ffXCYORVurply0zCxnebJHKRakmObXa3HsbQzJPrFppicNr4pNOntyBczMzuE0EKbaru0Leog==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=SgOayK7E5yTfMC8q1pq5LH6XXOlCPD2yRzSykWs3d3ie2SnLQk3lFayyn-_yk4UeBbj3NdwLY6qrnJZYO0tTWogNJ_A12vf5eXlSIInfpCM=&uniplatform=NZKPT	姜红、施磊、鞠晨阳	为建立一种简便快速、准确可靠且无损的汽车保险杠分类方法，利用能量色散型X射线荧光光谱(XRF)，在电压40 kV、电流60 mA、测试时间90 s时，对60个不同厂家、不同车型的汽车保险杠样品进行检测与分析。首先，对XRF检测出的保险杠9种主要元素进行主成分分析降维和标准化处理，然后用K均值(K-means)聚类算法将60个样品分为4类，并采用高斯混合模型聚类算法探究聚类结果的准确性。同时，基于聚类结果构建一维卷积神经网络判别模型，在卷积层后插入了简易通道注意力模块，并增加全局池化压缩特征，提升模型判别预测能力，选用交叉熵损失评估模型的收敛性和训练效果。通过500轮的循环，发现损失函数逐渐下降并趋于稳定，该模型预测判别的综合准确率可达95.83%。建立的汽车保险杠分类方法简单快速、准确可靠且对样品无损伤，可以实现对汽车保险杠的快速识别和分类，有助于侦查人员追溯汽车保险杠的来源和流通渠道，也可为此类物证的检验鉴定提供技术支持。	X射线荧光光谱;汽车保险杠;聚类算法;卷积神经网络;分类;		
