序号	类型	标题	第一作者	来源	日期	链接	来源链接	所有作者	摘要	关键词	DOI	导师
31	期刊	典型城市内湖水生态健康评价——以武汉市郭郑湖为例	卢泉霖	环境工程学报	2025-03-05 	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliW4PhTYpgwydO6YH8PqR_e498CTVMY7gmdWUoda09QJkKXL2ekFOGI0KxoUZAiNJgEGNmXbomEi4GH5ZBZZp-xHUle94A-E7kWxbmBk92-DEwa0zzLRXmR-w7uyEqhkBtGxNaAlyF22PgyXXP2WVFP7cS0OYA3FJ2P7EE3SuT1b-w==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehZ90fSEbapxdanU0DopDay25exZMrP_Y_t-z52AfP_R9W6VzjfkV3GZr3Mk07Ta5Gf5Iws_VBXvEBrTP2ayXm6FpPZU-OSBFg4=&uniplatform=NZKPT	卢泉霖、贾华伟、牟济春、李振涵、戚菁、于洪伟、胡承志、雷加强				
32	期刊	大纵湖生态状况监测与保护建议	滕祥帅	环境与发展	2025-02-28	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliW4PhTYpgwydO6YH8PqR_e498CTVMY7gmeS9tvG7K-NuceOzpyFQ7G7fJzQ_tgPkBuCCGyi7jvC4TAAFijCYZUgzMxQ0baSbmFo5hhzbKJ3P3rHILxUp8mB1sMfKuiShlE2TwjWNFmD5phL5zj2vNLj9YzoXF2aIAZ1r98K4zow7w==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehZ90fSEbapxdanU0DopDay25exZMrP_Y_t-z52AfP_R9W6VzjfkV3GZzbcSBjm20kH3kHBzsRH4D4MeRYjYjfPfS9mo-gCNGwI=&uniplatform=NZKPT	滕祥帅、黄广勇、张明明、曹晶、刘耿炜、李熙、华勇				
33	期刊	海州湾贝类养殖海域浮游植物粒径结构特征及其与环境因子的关系	宫雪	渔业科学进展	2025-02-27 	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliXlI4p-dRHcnn3SFoSryZ0tQvQDwrpe52ZtXEte_3F-VZagu4Ch1VRaYEm1xuQ82to0QMpU5KP8lfizbfTaQlEuO_oqGHP8dHtHXxpZikviSwGyCdrX2TxqvLO1mZkR4fT619F7O68t4mUZJyR4B9hE0x3FMY_g7_koAbneZE6k_g==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehZR39TNMbU1H97vZhpS9Ngea1bPiqGmYgdNLu-qs3I_ZzLPmLnlM52uv3h2xg5sbftHwUMDZk8vRn04ytlpk-8jEqa3ctV4DYg=&uniplatform=NZKPT	宫雪、张继红、王新萌、吴文广、孟嵘钊、谭柳书仪、马浩杰				
34	期刊	黄河河口适宜生态沙量研究	于守兵	泥沙研究	2025-02-27 	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliXlI4p-dRHcnn3SFoSryZ0tT8pIeUzX91FWR9Jt7R7SYAvCq83jSZgftllXooxBXSoTaJlnToIsvreFZiSGPZDAbRVUwBOqcXmRm7npCt1pAD29uyr5FxD9H6qSVyQ8ed_tKT2S5LAJZmwkU0E5KboZVfUW2-WorVC4pp2_Jy887g==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehZR39TNMbU1H97vZhpS9NgeSNASkFa69h9G_7ppxpgPR_0dIEkn6TZhdTNF5u4OJFoHa7KZcnBScPNJrbFQwg1u9nAEv2C2W30=&uniplatform=NZKPT	于守兵				
35	期刊	过水性湖泊浮游植物群落结构特征及其关键驱动因子识别	陈婷	生态与农村环境学报	2025-02-26 	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliWuwch4HxkxemM7LwdmMWddIClaIkLXJTCMUsg5l0MqKhI5vXp1z7012mjE_PhLfPa9a9rI3sbWqiBFGRjgn7BPYmRvDACkf-EHWuPAjVRBrKExCzz3K3QaBnEj0BgLOzccCpu6o2yUxqxjW0ViJlkWNnzJXBfHwEJEaVhCCkOrKg==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehaSlo43c2VacV03JkDgFndUktulqLjHNwKbxumqus-mD32NtaLrfdf1R2yl36f6-4_CD-eEGVj3kCg4dRWF5ARAXCSUDRia3C4=&uniplatform=NZKPT	陈婷、张涛、高月香、桂琪瑶、孟祥凯、张志伟、朱琳、张毅敏				
36	期刊	基于Ecopath模型的木兰溪河口生态系统营养结构和能量流动分析	王雨阳	河海大学学报(自然科学版)	2025-02-25 	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliWuwch4HxkxemM7LwdmMWddBGlifW4gtDgmTTTX5OvpvhhLBlxMSK9iCY0qQppPAUvdAbhZQ_6reOYa9go-uw0AAyYPCgzaBHqhI09EzS0tPAed0yrnU2jMd2eng3hUGXQZN7Ix2tFAldGYT1OiKpTflKSL-Qq1rNUDtRL0Jc3Byg==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehaSlo43c2VacV03JkDgFndUnIjJoKHfVuY1oblAIhKscLN8lPOC3P72-gKtEKl-Rapcr-O2BC7FiMyB7ifjLKesL4nzlZ593NU=&uniplatform=NZKPT	王雨阳、李轶、牛丽华、王龙飞、郑金海				
37	期刊	浅水型人工湖泊湿地生态系统稳定性分析——以广州某调蓄区为例	黄雄	中国市政工程	2025-02-25	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliWwHFp5Aw1-uIDzg_zHgHywceXXKgKUCQeKbVCtIUktKef8z7Aowhen1-XGCMxyllzzT9QZ5x7O97XuT_ACI22AeIqIYIach8MAI71UxNQjr84XkKFnp_Gk0UuJYpN921UhPQ-ilaLRl4qGYUiHkwZRyHa2OSJKvs8aqXyRuHDIxQ==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehaU9kneyDg2Ly9-gXm-wxuyHFQjECPiwPZAk0dNs72Zm_mfCymOGFAQEZX0mTMH2TJk9utP9lB-p_jMQg8lPJnUti4V0vTWNZY=&uniplatform=NZKPT	黄雄				
38	期刊	蓝藻水华与兰江氮、磷浓度变化分析	周志刚	中国资源综合利用	2025-02-25	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliWwHFp5Aw1-uIDzg_zHgHywceXXKgKUCQeY7sGZXUBNKuPHXcGoHyzcagnUyG6pkgnGDOPxd5l3c11KcSaRmZco8K6LPebcq6RieJXpdn8lLL5g2H7A87uMicwh8Zs02EdLFqWewPD4CoQ9QmqGW1RNhuc6j07dPQvk4pD0looFwA==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehaU9kneyDg2Ly9-gXm-wxuyHFQjECPiwPZAk0dNs72Zm_mfCymOGFAQEO1_9M9F6vRMVZow22ulM9GNgE-hon9VnY_pRDY71CY=&uniplatform=NZKPT	周志刚、方燕珍、鲍宗炜、江敏、周劼				
39	期刊	青鱼大水面仿野生绿色健康养殖方案	张芳	渔业致富指南	2025-02-25	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliWwHFp5Aw1-uIDzg_zHgHywceXXKgKUCQcwZTA_KA2g5cAORgQrCJNXc4_sa7Kd68WbnMgSGIVY9PTq2dyjtxp8iScU1wiPlidpAILxIIw-yatHjgV3EZUVs19TBHC1SCtcT1xYVEXTCRHK_wA0uqXsMLzh97sVlDx-4_NJNcFCFg==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehaU9kneyDg2Ly9-gXm-wxuyHFQjECPiwPZAk0dNs72Zm_mfCymOGFAQTN1CXK0g0GxRtBWy_XsfEI5mTPCSvTz83fdXSrhVpHk=&uniplatform=NZKPT	张芳、史海萍、宋述芹、王欣				
40	期刊	金沙江下游水电开发对浮游植物多样性及群落构建的影响机制	周心怡	中国科学:技术科学	2025-02-24 	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliW4CQQ17NE7t3SDgOMCyLJyW5Xz5-CAdt2zZ0DtGLTMP24ZHJfnWwiyO-4BTEX8_cySs8F4oHb8ERjIvTKmw0zZtZF7x8cno8MRgUNy1AT7sE_7iBHx50k5V4pYseiCCyLJqgX4v32B6ZOLo2KiJE9UVOXTYZrCoci6CUfh8iwmug==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehYYcTOJIRn2fgBVdbkzrT1hBWcyxPTH-69-B26oQdvR_1rC5M4XSjtqGo2Puy-9EtuJaVP1oSJYd_fHZNIDUe9Lk95Z715NI68=&uniplatform=NZKPT	周心怡、周雄冬、张家豪、翁楚彬、徐梦珍				
41	期刊	粤东海域表层海水叶绿素a时空分布特征	王首吉	渔业研究	2025-02-20 	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliW4CQQ17NE7t3SDgOMCyLJyr5SGjMNJB45sfGjekb5jLeDUrRchFreRlSuTqzjHfb6lyV2x9Tm0A1YRfqawvaQe5INOGN-eQpf5t4S9697pxlU7A99cdnLeKZyVCA-bNPeid2his89AsGdedi2Uvy0ljLhTR8oEeWuTWbqre9JLoA==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehYYcTOJIRn2fgBVdbkzrT1hpzFjtKTxTqGMghcLlkv_bvPtX8susUQ64QT4xr9FD9wfiYhaWF4FjRpJ4s4KkWSlqqJCpbW059w=&uniplatform=NZKPT	王首吉、裴鹏兵、陈婷婷、蔡德华、郭岩、杜虹				
42	期刊	白洋淀及入淀河道水生态调查与分析	石敬波	海河水利	2025-02-20	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliWo_j-FfQ_OaFOgkuorGcNZ7q96yggaT50SSd22ufabG4YE0IqtgQHVKJPBA1ABdp6TtneyQlOcJpy2cRYDK9ty0zAEr2zLuxRvk_8S39AgqHx4hLxN8ssSmcmsVXlrDZFm5Mxoi4jtmI1wiQpYshQ7EMtsWgWDCdSyHAYAMELzLA==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehb_1qAfxFz2Wq8J8atnM0JbMQJrDQZYs3vH9Pw94WpteKMXTxBFtrT40EYRH7R_1hER6H-S9Y5ysSoLct8ACa81NdZtDzV_qB4=&uniplatform=NZKPT	石敬波				
43	期刊	水动力条件对黑水河库湾浮游植物群落结构和水环境的影响	田楚铭	水生生物学报	2025-02-19 	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliWo_j-FfQ_OaFOgkuorGcNZmz8UTplGZzq_jXetd38cJ4cFqZisKjoTZA6-EpB2gDbKs6vMPFKRmti0OstE9vaJcumrWvsonbdVO8B9lK6VxBbb-iE49-xZmn9JqdU5zmWcNCCwfRakiNcdKnyjg0pZj4RH-O5-pYNOpa2RKJIcLA==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehb_1qAfxFz2Wq8J8atnM0JbkflT6-pooHtPBrmIPVCbcuXxOZdNwJznQzAT22x-HHWrz2xPUh3BaRDzVKaU3UQ3qO5AWML4pPQ=&uniplatform=NZKPT	田楚铭、肖淇文、齐青松、路斌、牟小雨、何婷、米武娟、范亚文、毕永红				
44	期刊	浙江省安地水库浮游植物群落结构特征及生态健康评价	陈航	水生生物学报	2025-02-19 	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliUeS6DvhWw1ET022XSCSDpO74AGovrNEAAhQ3scDpeM-hjnU_QuukNmA735u-3Q9Fvs8jqO8ybArZ-LbdD6hXRzOQhsYHp1UyEQiIoHGcCQtJgzdSncOJnZ6e6hJxH-y_Nn0ljuUBd8T1ZExZGm7qugeGxVQsiaq4-Cs_cFESaxYg==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehZ8EDO8SPT-9CVijx0JPXxIQi5Zh-uWY3HFJTvOOVfnPxtYLh4hmBSXSQSULmuf4bB80zsVC0PQ2O5B1Xd1Zif_tYE3FszucoU=&uniplatform=NZKPT	陈航、关现、曹樱樱、杜国平、黄忱、陈辉辉、吴召仕				
45	期刊	温度变化对典型海洋定鞭藻有机质C∶N∶P的影响	崔家璇	中国海洋大学学报(自然科学版)	2025-02-19	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliUeS6DvhWw1ET022XSCSDpOwsiZ8R6ulwmZI-Mf2y7W1jVFqWTfydW-i7zs9ypb3gxasYcF-wh3XGK-Ml96GEWrhUbrqbXkHpBKAASuwSADvxGABNYZNacG4Cy7VNxG4oW2t9Npq4EV1BYg9xY-uTfnVIyMATnkt8BwjFmIl7wx8w==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehZ8EDO8SPT-9CVijx0JPXxIerB56l3z_5uAhLDSzxod2DjLHE4m8V3ri1i1AdcUxfwGcqHI_JqLMT5NG8PYj-VqIYCcX_WEQbQ=&uniplatform=NZKPT	崔家璇、秦肖、涂佳敏、曹中、张传莉、丁杨、毕蓉				
46	期刊	扬水曝气系统不同运行工况对夏季蓝藻水华的控制效果——以南方某水库为例	缪威铭	环境工程技术学报	2025-02-17 	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliVEXYFC8Ts1xB6gokK5zRlLO4Ios8TJq1vHQME09RDJKQlNc5wNcIQHId21NZkY77uU40Gf1hzvd1arnjbWtQU9vHAP85yu-kjNVoy2n2a7kISJBAb8K2mKxCY0bSRDmuf5UVlMtUbQ5fHIONb6ixmEGQ2QYTUAK_O_iU5jCIO4Tg==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehYfdioHNvlfAQYOVnu6SqLJCb3RPIOXaqj18V4Dl-aYCEfzaLU9rJBkWLpRNo6MS5M0x3aX6Wt41wCfrRM2KBWw1bsE3FyS47o=&uniplatform=NZKPT	缪威铭、黄廷林				
47	期刊	海洋化学环境变化对微藻光化学反应的影响	周云月	广东化工	2025-02-15	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliVEXYFC8Ts1xB6gokK5zRlLRzlt1noUAlpkiq00rD5gl7pi1Fjd_HTgCs4qJCAOQrH-9MfgG4-tA8w-2WNa5XwxNBEsNHi8e4rr6BRW1CsaGG8CFRXU1YrnL9xtO24IFjGdjN4-adgUEG_hj74G1pIzvG_Mbg13QS_km0FzeTFFuQ==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehYfdioHNvlfAQYOVnu6SqLJ8KlOw51KM-YKmooqTVm7EHNVoDx1OLb7v3MALA2g1A4ifXJRizfIOvfpHWT0h8FlDkscOopsQPU=&uniplatform=NZKPT	周云月				
48	期刊	嘉兴市城市湖泊浮游植物群落结构及其与环境因子关系	殷燕	环境生态学	2025-02-15	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliVi9UgCP2kRrHgeG-FCBevKRgUrnvB6igjep_rM8zJ1oOxKU8Oq0TLSrYMO1XYVupp_JGYZPspWpfEz9T9_c9sKjLcKYLbp436G5xH_CkThZwYBpUQbZhu0GyvX3853wIEVHzv_NgvSZQXwKpUTtSX2Z-oxY1affk9w6CSzRBEUOw==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehZasttdGG6ph0rsNw358mGWPPLt8bOkl2Xw7oal-5f2DrDe2MsLPUc6aaydmh2rWtdEcDjagb9p-D-MwfeZJB7Ci1dHI3m-0A0=&uniplatform=NZKPT	殷燕、刘玉飞、卢毅、陈卓远、杭晨超、魏慧玉、朱梦圆				
49	期刊	雅鲁藏布江加查-朗县江段浮游生物群落结构及其时空分布特征	杜春忠	环境生态学	2025-02-15	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliVi9UgCP2kRrHgeG-FCBevKRgUrnvB6igjep_rM8zJ1oOxKU8Oq0TLSuEyDwVs9gIjDFg7SJ0DeqEclA0mWhYaKEjvULoFIkz9pzxRyPKgvPp9kh7Lehy6wQ1f1J7Dntw11RJA7tpKQHLxHxWbXEyJJNsGPRQeTwXsZIxRRhgg5lA==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehZasttdGG6ph0rsNw358mGWPPLt8bOkl2Xw7oal-5f2DrDe2MsLPUc6aaydmh2rWtdEcDjagb9p-D-MwfeZJB7Ci1dHI3m-0A0=&uniplatform=NZKPT	杜春忠、金冠锋、丁瑶、吴雷、陈楷、刘晓锐、顾正选				
50	期刊	洞庭湖水生生物群落结构时空变化及其生物完整性评价	欧阳美凤	环境生态学	2025-02-15	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliUKU1muO1mP9PdSyCRAkbJMg7P1D6CUe1BGjnghxszJbbg-h0mr_EBDeD0cVKiwm5SLajV0GTDrIyouiHm-M901zt1WQdqxgk2YrMWd4NjbfI6svw14e2_KpU7t3PiMXu8iiPy7gXxiVdhVKkBepeUEtJf5QrO-si5DBSeW8tolEw==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehZgxQnnwYYRyOEqg3_x6PcmAUxEt6vErVXMnuUxPfQr9l-Yx8c4rbUjX5PjCtX9yo3FWkur9a-LP-WNjBH3DM8EuG9IBCET0dQ=&uniplatform=NZKPT	欧阳美凤、谢意南、王丑明、阳文娟、何飞祥				
51	期刊	基于稳定同位素的雨季缺氧型城市河流中易生物降解有机物的溯源研究	赵志超	水利水电快报	2025-02-15	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliUKU1muO1mP9PdSyCRAkbJMg7P1D6CUe1D6kFyoo0HM52UF-HZN6i2bey-F3XgXb356h0RDRbmeiHxaT_Zl-BrEU7sGNY-TkF_pUaoaBqzRM_GEe9dTBc9o4abPdxkTqtBsSz5iiM6jF-RvoKg3NInRanYpd9KdJ92Ei4HvAgPcTA==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehZgxQnnwYYRyOEqg3_x6PcmAUxEt6vErVXMnuUxPfQr9l-Yx8c4rbUjzVwHlO2I_QdwPVjVorUd0RztWyIKqTlxMl81jI0Mlxc=&uniplatform=NZKPT	赵志超				
52	期刊	南水北调中线北京段浮游植物时空变化与水质指标关系	高赛	环境污染与防治	2025-02-15	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliVTLcfkE3EqWmHITjD4akO0a5PzkESSDUz6M3MwMzgHjwpMT8Q_RcO7_xJYXtNR6X95ZDAJOU75LDvhgI5F2oMJjb51wwL2EKZ2q2x7ec7kiw8LS1oB2LrBjqk5V-VRhTifYICs2XzEybm6Im1-cy1bOlzztK05LRmJ61uEllw9-Q==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehYYN4wZtrwNOzJ_KO0by_Ata1h3A0nk2NWhcoXfE4-1L22EJ9EQW8n-K03GHTUdt5amHMrUD2WCyAiqQCDdoD0DbJpfxJEtWWQ=&uniplatform=NZKPT	高赛、毕可跃、张海鹏、王永康、李垒、马骁、李兆欣				
53	期刊	黄河口海域浮游植物群落结构演变趋势及影响因素	王占金	环境污染与防治	2025-02-15	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliVTLcfkE3EqWmHITjD4akO0a5PzkESSDUz6M3MwMzgHjwpMT8Q_RcO7qTHlrQzou6M8bUPips8RWLJFdKXZ7UA8ox2KBqeVgKGM_wYj_5RNRRo3QjVFMOF3f24y_muiHES_Cv0NfABri5_zXA81DKaAjGVt8aWY-EbmoMdFaISPWg==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehYYN4wZtrwNOzJ_KO0by_Ata1h3A0nk2NWhcoXfE4-1L22EJ9EQW8n-K03GHTUdt5amHMrUD2WCyAiqQCDdoD0DbJpfxJEtWWQ=&uniplatform=NZKPT	王占金、李玲玲、张文静、王丙晖、李鹏飞、张启超、杨雪娜、纪金龙				
54	期刊	怒江和澜沧江上游段河流浮游植物群落特征及其水生态驱动作用	方金龙	生态学杂志	2025-02-14 	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliUe99uCsoZu4GDOuXMHmpR1Z7PGnsWjgcGSFfxkkboSYEDkRDouDLzk9AcS3jzS-c_iKcAZzUiZrsyfggUW6c4xTIuv78Z4tMiBqOE40rJ0af85-wbRNR5wcVPLKCKdlNKzzWiuvAO4qaEn6zy8E1ZYqQhC7OKIAL0Kj2GVVQdDFQ==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehbJ76IPAzTLKpFTC8rzOw-2Vj1td5LwrcsAjsv7exFOG3UeVAknV6Vif3WlqykPtHsTx9Vw2f61cW0PJJTHB4tGSvK4tOO_T2Q=&uniplatform=NZKPT	方金龙、王仕禄、王雨春、李秋华、向刚、李社红、包宇飞、刘坤、郭明伟、檀迪、韩祥峰				
55	期刊	低空机载激光跨介质下行无线能量传输特性研究	朱学贵	光学学报	2025-02-13 	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliUe99uCsoZu4GDOuXMHmpR1xlVT6YP-H3E0ITdxZWmmNbQtr_qK0exwTAtDP89u8EVdi8znup4MApjkWmfWeD-YJjASWDxfy9EQwEGeXDxjYDMcYZ4MQyrouN2GbV_d3xeqFJzaL0CRdd0vDut_RICXX4gy9LNTVyUsV6WUW2n63A==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehbJ76IPAzTLKpFTC8rzOw-2sxV-lv2GaZqXLwZuSQFYOJshs8iu4rI8vz4gRiMXs5ozwTIyQ_kXuQ465Lji9X8r9vaYel4JtBQ=&uniplatform=NZKPT	朱学贵、吴清潮、张淮清、余文超、刘庚建				
56	期刊	西南山区河流健康指标体系构建及应用——以贵州省可渡河为例	赵晓晨	人民珠江	2025-02-10 	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliWPm_PCJP7uDCPv6UJsONZ3MAsR-vo-TFq-tsrjOLoIMRYI8AI7UpPJxQAN9vAba7HDdSKulq4ycsTT-Rwl24hTTB7QZFNgzbwq-sMfH2bNlUz5ZEhH7B4RJ3ByNfg7TGXPIjhvlDAbeoXtw9UlJ-muXVoxtPEZ3emE2SlP1PpdPg==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehaaxChCj-N7eH0x9GLbo1Tr7n6CrlucuUP3YmElq-CS7zPrJK4CsswuziaBwIJDhNJL3MQyLVsESIwaJ7k2nZtGDwnleM2FETs=&uniplatform=NZKPT	赵晓晨、葛晓霞、张亚娟、陈基培、关晓玉、张敏、彭芸				
57	期刊	近海水域有害藻华的现状及治理方法研究进展	王兴	乡村科技	2025-02-10	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliWPm_PCJP7uDCPv6UJsONZ3YXRo8oHx4YPF_0l3i9O3lbyC4cYNLIfy1ROEkp4uQj9vG2WuLI5pheMgLxnYODtyMYO-31AAvgFsUJjzXTb3PhJJ-3_GbNSZYhY4irFR607NddGLIeRpPkD3n3PtdO7AH7Iu0V7wz3pMPbWyejRhJw==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehaaxChCj-N7eH0x9GLbo1TrRX5pWvxF9LkiCfm2ILkB354qieFTvVTuzxsFdLMJq91UxxMK7KF4eFRsmTKKzwjLDYdzmkBTtvs=&uniplatform=NZKPT	王兴				
58	期刊	基于生源要素结构变化驱动的喀斯特水库富营养化特征辨识	伍盈盈	生态学杂志	2025-02-10	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliW-uwtOhFEiaGKsYfY-p_NY-W2xsRpb9GNpTA8NssMG4AOKduovHDXFWcTpuKvkSimol5uH57FyiN61pmfbhnI-OTI9kGGQuT3UneMf7jMfLVRnSNSQIMzPs8Qev7ACci9NNZg4ysghjTcqRNpLqoy_bElAK5GPnVI5lRieeLNqMQ==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehZwyfCTol0RaO8kcbmzOcz_A6FlyruTNpSZv48D17B2oS45nYBKbOD-Y_t4fnGqgQVIULqU6nT00BDF71TdbuHqWH1K-E_t34s=&uniplatform=NZKPT	伍盈盈、肖晶				
59	期刊	辽东地区菲律宾蛤仔苗种培育技术	李征远	科学养鱼	2025-02-10	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliW-uwtOhFEiaGKsYfY-p_NY-W2xsRpb9GO5dnwQWdZFzpbuLmo_z5SQ7ULA2uZZJma5vCPbNnXDb6rDn4d6dqA2Kkh7YnYOiAS03LazfVFaCOhp8K7XlE42Uy9oHjA2OVPcAtdIT4NjRUVoiWXdXlqpubcrkom_NlZdz3xVdbc6Kw==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehZwyfCTol0RaO8kcbmzOcz_A6FlyruTNpSZv48D17B2oS45nYBKbOD-0JKhTIb--wf8lpVqKEIuFA-_dibq3pBliny5OluImqY=&uniplatform=NZKPT	李征远				
60	期刊	梯级堰作用下芙蓉溪浮游植物春秋季群落结构及其驱动因素研究(英文)	任江山	水利水电技术(中英文)	2025-02-08 	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliWxBcoHmfe1RRopZJAjYZNM0gIPUEXnp8HwogX8_OIAVjWumZNIG0jsYM08L_wRZtzUTkvxmDuUCi81VUa9Tt2K-JsydrCwgqJZRbABuj4LwRIxOChZKYbaWg8k4Nh5tsc1OHGs8Mp1jFS-nZeYBmRm823RAVFb1zKPvhWTlKFgfA==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehbySma9DUOmGMKGaRnNa6SvpaG8ReZvCxf_tv8KHdrUeUGHfi82jtKNe49iuC1YbhV0CwP9A2LX0_qZikBcNTqvqD-Zxlxsqe0=&uniplatform=NZKPT	任江山、余俊、李景娟、吕建璋、王晓刚				
61	期刊	灌河淮河近海污染物扩散数值模拟研究	王弋	中国环境科学	2025-02-07 	https://kns.cnki.net/kcms2/article/abstract?v=2Z_8GvOTliWxBcoHmfe1RRopZJAjYZNM0gIPUEXnp8EJYugU7I51eILcOzkEPNd8MsYav9ecRIxXHnA106CWcjfrv45_O5QnpzZeMVu_JgH-eZUzUDXmQKXXdd2CN5EToReCMTFMe6YEfefsi4WeyyQi3Ma7dQIXf8tQyWWpwt_5pOGvyUoFxA==&uniplatform=NZKPT&language=CHS	https://navi.cnki.net/knavi/detail?p=Qxi5TnIjehbySma9DUOmGMKGaRnNa6SvpaG8ReZvCxf_tv8KHdrUeUGHfi82jtKNQvhnvXqQEuXdbdA1DUgqmFxFiVRQS8ssE20ZiwNXFdc=&uniplatform=NZKPT	王弋、王俊、冯慕华、陈雯、张思毅				
